,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
82,0.005000511805216472,0.0008169241200771815,0.003999948501586914,0.000817118757102258,balanced,5,9,5,"{'class_weight': 'balanced', 'max_depth': 5, 'min_samples_leaf': 9, 'min_samples_split': 5}",0.6762589928057554,0.7058823529411764,0.6405228758169934,67.42214071879751,0.026721765521125148,76
83,0.005000670750935872,0.0008168267687079709,0.00433349609375,0.0004710331789577517,balanced,5,9,6,"{'class_weight': 'balanced', 'max_depth': 5, 'min_samples_leaf': 9, 'min_samples_split': 6}",0.6762589928057554,0.7058823529411764,0.6405228758169934,67.42214071879751,0.026721765521125148,76
84,0.005667527516682942,0.000470583974953851,0.0036660035451253257,0.000472100909153797,balanced,6,6,4,"{'class_weight': 'balanced', 'max_depth': 6, 'min_samples_leaf': 6, 'min_samples_split': 4}",0.6573426573426574,0.7210884353741497,0.6451612903225806,67.45307943464626,0.03329471308548034,73
85,0.004666328430175781,0.0004710332191838044,0.004000266393025716,0.0008166321007606775,balanced,6,6,5,"{'class_weight': 'balanced', 'max_depth': 6, 'min_samples_leaf': 6, 'min_samples_split': 5}",0.6573426573426574,0.7210884353741497,0.6451612903225806,67.45307943464626,0.03329471308548034,73
86,0.0053339799245198565,0.0004711455705537807,0.004666725794474284,0.00047181996028893236,balanced,6,6,6,"{'class_weight': 'balanced', 'max_depth': 6, 'min_samples_leaf': 6, 'min_samples_split': 6}",0.6573426573426574,0.7210884353741497,0.6451612903225806,67.45307943464626,0.03329471308548034,73
87,0.005333503087361653,0.00047148278552956437,0.004334052403767903,0.0004716513427792448,balanced,6,7,4,"{'class_weight': 'balanced', 'max_depth': 6, 'min_samples_leaf': 7, 'min_samples_split': 4}",0.6853146853146853,0.6533333333333333,0.6451612903225806,66.12697696568665,0.017326550887508188,94
88,0.004333337148030599,0.0004718200807658439,0.0029997030893961587,1.1239159602905075e-07,balanced,6,7,5,"{'class_weight': 'balanced', 'max_depth': 6, 'min_samples_leaf': 7, 'min_samples_split': 5}",0.6853146853146853,0.6533333333333333,0.6451612903225806,66.12697696568665,0.017326550887508188,94
89,0.0043341318766276045,0.0004726068216706392,0.0036661624908447266,0.00047103333986194185,balanced,6,7,6,"{'class_weight': 'balanced', 'max_depth': 6, 'min_samples_leaf': 7, 'min_samples_split': 6}",0.6853146853146853,0.6533333333333333,0.6451612903225806,66.12697696568665,0.017326550887508188,94
90,0.0039997100830078125,1.8570139321562326e-06,0.003667036692301432,0.0004711475411561263,balanced,6,8,4,"{'class_weight': 'balanced', 'max_depth': 6, 'min_samples_leaf': 8, 'min_samples_split': 4}",0.6666666666666666,0.7169811320754716,0.6666666666666667,68.34381551362684,0.023718466454894643,52
91,0.004000027974446614,4.899036091938795e-07,0.0033386548360188804,0.00046798258627949466,balanced,6,8,5,"{'class_weight': 'balanced', 'max_depth': 6, 'min_samples_leaf': 8, 'min_samples_split': 5}",0.6666666666666666,0.7169811320754716,0.6666666666666667,68.34381551362684,0.023718466454894643,52
92,0.004000425338745117,5.150429962800233e-07,0.0033257007598876953,0.00046835908373036656,balanced,6,8,6,"{'class_weight': 'balanced', 'max_depth': 6, 'min_samples_leaf': 8, 'min_samples_split': 6}",0.6666666666666666,0.7169811320754716,0.6666666666666667,68.34381551362684,0.023718466454894643,52
93,0.004000425338745117,1.0300859925600466e-06,0.0029999415079752603,9.989583563785977e-07,balanced,6,9,4,"{'class_weight': 'balanced', 'max_depth': 6, 'min_samples_leaf': 9, 'min_samples_split': 4}",0.6762589928057554,0.7297297297297296,0.6575342465753425,68.78409897036092,0.030590346364828533,41
94,0.004000743230183919,6.836513890459241e-07,0.0030002593994140625,1.8570139321562326e-06,balanced,6,9,5,"{'class_weight': 'balanced', 'max_depth': 6, 'min_samples_leaf': 9, 'min_samples_split': 5}",0.6762589928057554,0.728476821192053,0.6482758620689656,68.43372253555913,0.033236444273444854,51
95,0.004000743230183919,7.867411722033553e-07,0.003337224324544271,0.00047738339343806664,balanced,6,9,6,"{'class_weight': 'balanced', 'max_depth': 6, 'min_samples_leaf': 9, 'min_samples_split': 6}",0.6762589928057554,0.7417218543046357,0.6575342465753425,69.18383645619112,0.03609178985155038,35
